charge_name,uccs_code,probability,mfj_code,ncrp_code,ncic_code,nibrs_code
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-IND CR-09-0546],1090,0.998804462544591,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-IND CR-08-990],1090,0.998804462544591,50,080,,
CONTINUOUS SEXUAL ABUSE OF YOUNG CHILD,1090,0.999888928793009,50,080,,
CONTINUOUS SEXUAL ABUSE OF A YOUNG CHILD,1090,0.999888928793009,50,080,,
[RE-INDICTMENT CR-10-0747] CONTINUOUS SEXUAL ABUSE,1090,0.524063554870825,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD YOUNGER THAN 6 YEARS,1090,0.999475237087463,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD UNDER 6 YEARS OF AGE,1090,0.992899375672231,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD UNDER 6 YEARS OF AGE [RE INDICT CR-12-0640],1090,0.989948746991561,50,080,,
SEX ABUSE OF CHILD CONTINOUS: VICTIM UNDER 14,1090,0.996887241453947,50,080,,
CONTINUOUS SEXUAL ABUSE OF A YOUNG CHILD [RE-INDICTMENT CR-12-0140],1090,0.999255776737354,50,080,,
CONTINOUS SEXUAL ABUSE OF YOUNG CHILD,1090,0.999813046958388,50,080,,
SEXUAL PERFORMANCE BY A CHILD < 14 YOA,1090,0.999932859743042,50,080,,
CONTINUOUS SEXUAL ABUSE OF A CHILD,1090,0.999862905977762,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-INDICT CR-12-0775],1090,0.935845514695374,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-INDICT CR-13-0782],1090,0.93642097486261,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD UNDER 6 YEARS OLD,1090,0.990202205582377,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-INDCT CR-13-0934],1090,0.986236413172388,50,080,,
CONTINUOUS SEXUAL ABUSE OF A CHILD [RE-INDICT-CR-14-0146],1090,0.999665244923358,50,080,,
CONTINUOUS SEXUAL ABUSE OF A CHILD [RE-IND: CR-15-0771],1090,0.99983558065987,50,080,,
AGGRAVATED SEXUAL ASSAULT CHILD,1090,0.996166708735462,50,080,,
CONTINUOUS SEXUAL ABUSE OF A CHILD [RE-IND:CR-15-0876],1090,0.99983558065987,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD,1090,0.996166708735462,50,080,,
CONTINUOUS SEXUAL ABUSE OF YOUNG CHILD OR CHILDREN,1090,0.980182579645379,50,080,,
SUPER AGGRAVATED SEXUAL ASSAULT OF A CHILD,1090,0.996476282069949,50,080,,
CONTINUOUS SEXUAL ABUSE OF A CHILD UNDER 14,1090,0.999573725727234,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD[RE-INDICTMENT CR-08-164] (ATTEMPTED),1091,0.795762924914059,51,081,,
SEXUAL PERFORMANCE BY A CHILD LESS THAN 14 YEARS,1090,0.998103666937681,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD,1090,0.996166708735462,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD,1090,0.996166708735462,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-INDICT CR-17-1071],1090,0.957472280253419,50,080,,
AGGRAVATED SEXUAL ABUSE OF A CHILD,1090,0.997823430728933,50,080,,
AGG SEXUAL ASSAULT CHILD [RE-IND CR-08-122],1090,0.999939764589875,50,080,,
AGG SEXUAL ASSAULT CHILD [RE-INDT CR-08-811],1090,0.999885804760437,50,080,,
SEXUAL PERFORMANCE BY A CHILD < 14 YEARS [RE-INDICT CR-13-0782],1090,0.9997020315064,50,080,,
RELEASE OF SURETY / AGG SEXUAL ASSAULT CHILD,1090,0.994370860731105,50,080,,
AGGRAVATED SEXUAL ASSAULT OF A CHILD [RE-IND CR-08-990],1090,0.998804462544591,50,080,,
INJ CHLD-SJF(SMPD 05-10957),1090,0.648428284248534,50,080,,
ABAN/END CHLD CRIM NEG-SJF (HCSO C12-44319),1090,0.281089734276932,50,080,,
ATT SEX PERFORM BY CHILD,1091,0.791975766491919,51,081,,
SOLICITATION TO COMMIT SEXUAL PERFORM CHILD PRODUCE/DIRECT/PROMOTE,1090,0.958521805534951,50,080,,
DISPLAY HARMFUL MATERIAL TO A MINOR,1090,0.998504075882116,50,080,,
SALE HARMFUL MATERIAL TO MINOR,1090,0.998983425949956,50,080,,
DISTRIBUTE HARMFUL MATERIAL TO MINOR,1090,0.999936886666529,50,080,,
SALE/DISTR/DISPLAY HARMFUL MATERIAL TO MINOR,1090,0.992911883928968,50,080,,
ATTEMPT TO COMMIT POSS/PROMOTE LEWD VISUAL MATERIAL DEPICT CHILD (ATTEMPTED),1091,0.746900132215343,51,081,,
CRIMINAL ATTEMPT SEXUAL ASSAULT,1101,0.989800929838217,56,071,,
DEADLY CONDUCT,1100,0.520508586835304,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
ATTEMPTED SEXUAL ASSAULT (ATTEMPTED),1101,0.86266978563569,56,071,,
AGG SEXUAL ASSLT,1100,0.461182670565895,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
SEXUAL ASSAULT (ATTEMPTED),1101,0.573674882082304,56,071,,
ATT AGG SEX ASLT (ATTEMPTED),1101,0.677392607473966,56,071,,
ATTEMPT SEXUAL ASSAULT [REINDICT CR-06-692] (ATTEMPTED),1101,0.984825627434597,56,071,,
ATTEMPTED AGG SEXUAL ASSAULT (ATTEMPTED),1101,0.651703267602995,56,071,,
SEXUAL ASSAULT [RE-INDICT CR-07-203],1100,0.899293016562696,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
ATTEMPT SEXUAL ASSAULT (ATTEMPTED),1101,0.86266978563569,56,071,,
SEXUAL ASSAULT (INSTANTER),1100,0.947308877961209,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
SEXUAL ASSAULT [RE-IND CR-08-0342],1100,0.975074609357559,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
SEXUAL ASSAULT [RE-INDICTMENT-CR-14-0685],1100,0.930096639678998,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
CRIMINAL CONSPIRACY [SEXUAL ASSAULT] (CONSPIRED),1102,0.957583778820194,57,072,,
SEXUAL ASSAULT [RE-INDICT CR-17-0620],1100,0.899293016562696,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
AGG SEXUAL ASSAULT,1100,0.864634664085623,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
AGG SEXUAL ASSAULT OF ELDERLY/DISABLED PERSON,1100,0.993939490831305,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
AGGRAVATED SEXUAL ASSAULT OF AN ELDERLY INDIVIDUAL,1100,0.928885821777202,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
SEXUAL ASSAULT BIGAMY,1100,0.620241119420454,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
BURGLARY OF A HABITATION WITH INTENT TO COMMIT A FELONY OR SEXUAL ASSAULT,1100,0.906466327839968,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
AGG SEX ASLT/CH-F1 (HAYS CO),1102,0.819040515173127,57,072,,
AGG SEXUAL ASSAULT OF DISABLED PERSON,1100,0.997703120957643,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
CRIM ATT: AGG SEX ASLT [RE-INDICT] (ATTEMPTED),1101,0.304644956039807,56,071,,
SEXUAL CONTACT WITH PERSON IN CUSTODY,1100,0.611425152188864,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
DISOBEY WARNG SIGNS,1100,0.152631102654631,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
UCH LIC HOLDER,1100,0.346007543613312,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
ASLT ELD. OR DISAB IND,1100,0.872651963552132,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
INDECENT ASSAULT,1100,0.999287070022102,55,070,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1117;1120;1121;1123;1199,11C;11D
SOLICITATION OF PROSTITUTION OF A PERSON >14 YOA < 18 YOA,1110,0.732899287264299,60,,6401;6402;6403;6404;6405;6406;6407;6408;6409;6410,
PROMOTION OF PROSTITUTION (CHILD UNDER AGE 18),1110,0.982170966200291,60,,6401;6402;6403;6404;6405;6406;6407;6408;6409;6410,
PROMOTE PROSTITUTION OF < 18 YOA PERSON,1110,0.990282831062387,60,,6401;6402;6403;6404;6405;6406;6407;6408;6409;6410,
PROSTITUTION / SOLICITATION OF A MINOR,1110,0.985253394645273,60,,6401;6402;6403;6404;6405;6406;6407;6408;6409;6410,
TRAFFICKING A CHILD-COMPELLING PROSTITUTION,1110,0.483968985547268,60,,6401;6402;6403;6404;6405;6406;6407;6408;6409;6410,
TRAFFICING A CHILD-COMPELLING PROSTITUTION,1110,0.528198989588311,60,,6401;6402;6403;6404;6405;6406;6407;6408;6409;6410,
COMPELLING PROSTITUTION,1120,0.777776389780961,65,,3622,64A
COMPELLING PROSTITUTION UNDER AGE 18,1120,0.704712001550863,65,,3622,64A
TRAFFICKING OF A CHILD,1150,0.990535449604866,80,,,
SMUGGLING OF PERSONS,1160,0.828673162306938,85,,,
TRAFFICKING OF A PERSON,1160,0.977305018856191,85,,,
TRAFFICKING OF PERSONS,1160,0.977305018856191,85,,,
CONTINUOUS TRAFFICKING OF PERSONS,1160,0.531450659128349,85,,,
CONTINUOUS TRAFFICKING OF PERSONS [RE-IND: CR-15-0448],1160,0.652867565565804,85,,,
TRAFFICKING OF PERSONS: CONTINUOUS,1160,0.531450659128349,85,,,
ATTEMPTED ROBBERY,1181,0.974309543851302,91,091,,
ROBBERY,1180,0.940848318874238,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD00-09978),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD00-18266),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY / ATTEMPTED ROBBERY,1181,0.991883469293995,91,091,,
ROBBERY / ATTEMPTED ROBBERY F-2 (SMPD 01-03207),1181,0.991883469293995,91,091,,
ROBBERY-F2(HCSO#C02-13468),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(HCSO C02-26393),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD 02-39038),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 02-53115),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD 02-55302),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2/SMPD#02-61322,1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 03-9803),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 03-15567),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 03-09254),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD03-28234),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(HCSO CO3-30305),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(HCSO C03-30654),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 04-48702),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(HAYS CO. 03-60954),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 05-10018),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 05-8659),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 05-12129),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD05-23111),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD 06-40042),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD 06-40063),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2(SMPD06-41084),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY (INSTANTER),1180,0.803070760875822,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY,1180,0.977038465105539,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY [RE-INDICT / CR-08-539],1180,0.973970710959177,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY,1180,0.932745110941736,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY [RE-INDICT CR-09-0398]],1180,0.982285889806318,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
MTR-ROBBERY,1180,0.542700287358826,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD 04-17817),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (SMPD 04-7817),1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2/SMPD#04-17817,1180,0.813106552118998,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY-F2 (HAYS CO),1180,0.936457650756508,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ROBBERY [RE-INDICT CR-07-368],1180,0.982285889806318,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY/HCSO#96-11142,1180,0.842751725793361,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY/F-1(KPD),1180,0.842751725793361,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBB-F1(HCSOC01-05611),1180,0.971741346722949,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY-F1(HCSOC01-20719),1180,0.842751725793361,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY SMPD #01-24535,1180,0.977038465105539,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY-F1/SMPD#02-27342,1180,0.842751725793361,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY-F1(SMPD 03-28089),1180,0.842751725793361,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ENGAGING IN ORGANIZED CRIMINAL ACTIVITY / AGGRAVATED ROBBERY,1180,0.858661755050743,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY WITH DEADLY WEAPON,1180,0.998343384937777,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY (INSTANTER),1180,0.712810216243994,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY (INSTANTER),1180,0.712810216243994,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBEERY,1180,0.879621530986037,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY [RE-INDICTMENT],1180,0.964764476885824,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY [RE-IND CR-10-0266],1180,0.938778081312193,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY [RE-INDICT-CR-13-0428],1180,0.962231487361851,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVTED ROBBERY,1180,0.884489162434171,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY (RE-INDICT-CR-17-0020),1180,0.962231487361851,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY [RE-IND CR-18-1068],1180,0.938778081312193,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY-F1,1180,0.842751725793361,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGGRAVATED ROBBERY,1180,0.977038465105539,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG ROBBERY (INSTANTER),1180,0.919117974523648,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
AGG RAVATED ROBBERY,1180,0.936762696316983,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
FAILURE TO APPEAR--ASSAULT CAUSES BI FV,1180,0.667069260066515,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
FAILURE TO APPEAR--ASSAULT BI FV,1180,0.692385132519016,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
FAILURE TO APPEAR--ASSAULT BI,1180,0.692385132519016,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
FAILURE TO APPEAR/ASLT BI/FV-A,1180,0.505751172953348,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
FAILURE TO APPEAR--ASSAULT CAUSES BODILY INJ,1180,0.710405570002015,90,090,1201;1202;1204;1205;1207;1208;1211;1299,
ATTEMPTED ROBBERY (ATTEMPTED),1191,0.969384107080484,96,101,,
/ ROBBERY,1190,0.703064259774254,95,100,1203;1206;1209;1210,120
INJ TO ELDERLY BODILY INJ,1200,0.726932605344824,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOX ASLT-F3(SMPD98-21279),1200,0.915423780948889,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
AGGRAVATED ASSAULT ON A PEACE OFFICER-F3/SMPD 98-22146,1200,0.846375491458204,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
AGGRAVATED ASSAULT,1200,0.999866403116916,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSLT CAUSES BODILY INJ FAMILY MEMBER +2,1200,0.999848827665158,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSLT CAUSES BODILY INJURY FAMILY VIOLENCE,1200,0.999838419063488,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT CAUSES BODILY INJURY FAMILY MEMBER ENH,1200,0.999922421147568,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSLT CAUSES BODILY INJURY FAMILY MEMBER ENH,1200,0.999943382662342,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOXICATED ASSAULT W/VEHICLE SBI,1200,0.999347145595746,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT-FAMILY VIOLENCE,1200,0.999920140032188,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
AGG ASSAULT CAUSES SERIOUS BODILY INJ,1200,0.999032010482303,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
AGGRAVATED ASSAULT [X4],1200,0.999866403116916,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT UPON PUBLIC SERVANT,1200,0.850762263267659,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
AGG ASSAULT W/DEADLY WEAPON,1200,0.999993647483001,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE / REPEAT OFFENDER],1200,0.999877556672544,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSLT PUBLIC SERVANT,1200,0.682448442443752,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE / REAPEAT OFFENDER],1200,0.999472377561923,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT P/O-F3(HCSO C02-40292),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT BI/FV-A(HCSOC02-43311),1200,0.868577248227903,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSLT FAMILY MEMBER-MORE THAN TWO TIMES,1200,0.997658932629723,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT PO-F3(HCSO C03-04715),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT/PUB. SERV.-F3(HCSO C03-11534),1200,0.619216218340147,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT FV / REPEAT OFFENDER,1200,0.721928092939507,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOX ASLT W/MV-F3(THP),1200,0.93371480506408,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT CAUSES BODILY INJ FAMILY VIOLENCE ENH,1200,0.999970142416924,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT / FAMILIY VIOL [REPEAT OFFENDER],1200,0.999829648091162,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT/PS-F3 (HAYS),1200,0.993635484363694,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT PS-F3(SMPD 04-10901),1200,0.877058290526203,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT FV/BI-F3(SMPD04-36256),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT/PUBLIC SRVNT-F3(HCSO C04-29982),1200,0.872704851931233,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT BI/FV-F3(SMPD 05-4575),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT PO-F3 (SMPD 05-09098),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOXICATION ASSAULT,1200,0.939657028233412,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOX ASLT [REINDICT CR-05-546],1200,0.94620763758005,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT CAUSES BODILY INJ DATE/FAMILY/HOUSE,1200,0.999994108959434,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT-FAMILY VIOLENCE-REPEAT OFFENDER,1200,0.999915495753775,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE/REPEAT OFFENDER],1200,0.999877556672544,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT PS-F3(SMPD 06-36461),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT/BI/FV-F3 (SMPD 06-46422),1200,0.993635484363694,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT PS-F3(SMPD06-41029),1200,0.877311188541918,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOX ASLT-F2,1200,0.914505559906359,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FV/REPEAT OFFENDER] (INSTANTER),1200,0.943703882571998,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE/ REPEAT OFFENDER],1200,0.999877556672544,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASLT ON A PUBLIC SERVANT (INSTANTER),1200,0.455415449586522,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE /REPEAT OFFENDER],1200,0.999877556672544,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT[FAMILY VIOLENCE/REPEAT OFFENDER],1200,0.999877556672544,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE/REPEAT OFFENDER] [KPD 07-1395],1200,0.999877281877255,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [ FAMILY VIOLENCE / REPEAT OFFENDER],1200,0.999877556672544,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
INTOXICATION ASSAULT (INSTANTER),1200,0.838862062764893,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT ON A PUBLIC SERVANT (INSTANTER),1200,0.408749737875503,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
ASSAULT [FAMILY VIOLENCE/PEPEAT OFFENDER],1200,0.999740318213749,100,120,1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1314;1315;1399,13A
